,1,2,3,4,5
2170,2675,15858,3961,18400,15924
2171,2769,4453,18672,7817,8652
2172,3975,16989,8088,7077,823
2173,14251,12696,11775,17177,6587
2174,12069,3593,12647,1366,3764
2175,17907,12214,7463,5991,5034
2176,12343,5781,14030,12708,6843
2177,19180,16093,4060,4990,7279
2178,17940,3878,10189,3402,15932
2179,11829,8569,12069,11428,14594
2180,15969,2681,647,1017,578
2181,18991,6229,14229,13868,15906
2182,1164,3429,6156,4938,5966
2183,19224,7756,15626,10975,4605
2184,18557,143,19524,4510,11947
2185,13600,11619,3999,9122,710
2186,11254,19705,11556,5490,4757
2187,9435,6194,14337,19963,2976
2188,11332,13981,9138,11672,2237
2189,9754,16890,13280,200,7630
2190,2999,10857,13068,2524,12101
2191,18300,1223,9910,16109,16967
2192,12499,5843,6487,4805,18601
2193,350,11703,19250,11085,12730
2194,9307,6509,2309,16190,14640
2195,12090,3123,12023,4105,1503
2196,18277,4232,7651,16936,14951
2197,17317,8164,11745,13957,10608
2198,12872,14419,18997,4687,3134
2199,16052,17650,8846,19479,17052
2200,4687,7637,4389,16567,19706
2201,17889,9639,18286,8288,10037
2202,14937,17920,14449,13580,15890
2203,13746,15342,4946,6307,10205
2204,7461,9342,8834,4129,11375
2205,7697,10573,8552,15678,7280
2206,57,8285,16555,614,2605
2207,13226,18017,806,6558,17666
2208,11331,3563,5508,11696,16609
2209,617,12668,7357,5196,16622
2210,16416,16623,15296,13909,7597
2211,10334,17624,13057,14814,549
2212,16866,19902,16012,14846,8697
2213,15958,16518,7704,4323,1026
2214,17419,17890,18205,3554,6750
2215,8117,15744,4392,5858,11110
2216,19532,9254,6458,7256,2616
2217,2709,18514,13674,12689,17192
2218,17259,2154,5223,19195,17859
2219,14155,17844,8083,12427,18090
2220,17665,1606,13899,5400,16776
2221,14788,4205,10424,11141,13266
2222,12148,18875,2277,5517,10942
2223,8839,6471,8244,2507,10806
2224,3886,6169,6329,2730,9443
2225,10909,8194,8155,13237,1283
2226,14196,2774,9351,12760,3670
2227,7224,3481,12016,13728,11121
2228,1548,16193,6670,12073,17109
2229,10219,12599,11002,14587,12952
2230,5935,11511,17635,11320,15320
2231,10243,3621,6112,14011,11318
2232,16642,8861,15676,5283,15087
2233,7917,13554,17090,18822,3859
2234,17916,5509,18789,1282,19520
2235,281,12754,5658,14835,6215
2236,1381,15371,16089,14959,5296
2237,18206,12250,7995,10345,19492
2238,14006,10918,191,15486,4352
2239,12023,9058,7627,476,2893
2240,6013,1243,5407,235,18876
2241,19768,7535,12894,657,11397
2242,1269,495,18034,17323,6167
2243,18931,4009,19888,15770,2205
2244,733,15017,16314,10443,11796
2245,16796,1401,5107,14776,3853
2246,19054,15545,2885,19968,15117
2247,10965,5039,17807,6673,278
2248,1760,13651,8790,8023,9459
2249,842,12935,5881,10872,13874
2250,3349,15454,10200,3582,12979
2251,774,7409,15878,12698,13424
2252,4523,2907,5126,8247,18577
2253,1367,13398,19184,13013,17879
2254,11543,5216,19928,14471,2038
2255,14403,10234,7087,17833,14869
2256,12188,18089,13839,17185,10792
2257,14348,3375,2014,4646,18028
2258,10984,2008,15595,19771,1576
2259,54,1608,888,3336,1584
2260,11898,9454,19009,5114,19603
2261,7686,8469,3304,11817,7045
2262,3998,4170,18350,1487,9341
2263,16550,9953,17359,1141,4912
2264,19679,14699,8133,3614,2783
2265,8966,16340,18339,19011,189
2266,4470,9774,17865,13107,10389
2267,535,9298,8509,6177,9181
2268,16095,15745,15752,19816,6461
2269,19576,6290,9521,14163,6495
2270,14103,2367,9843,3329,11905
2271,9638,11360,1486,3825,11040
2272,9612,4719,18991,4648,8138
2273,9101,616,5148,2084,10290
2274,15765,4793,7133,1309,9716
2275,2059,14889,18901,4086,7238
2276,17038,12619,4688,18170,17033
2277,9602,1421,7832,17658,4862
2278,10175,18317,14686,14054,17359
2279,12542,12236,5062,12349,18422
2280,19901,13599,11525,1405,5956
2281,9539,4848,7854,13299,5502
2282,15263,7019,3244,17270,11892
2283,11175,8611,18012,3351,12959
2284,1645,18783,2744,1384,1938
2285,14914,4092,5890,10817,18555
2286,2400,9675,14588,6045,1796
2287,19273,14202,11647,8814,9412
2288,11584,16870,16700,446,5141
2289,17288,7804,9057,8551,2578
2290,15180,17652,4774,13384,12938
2291,3552,14272,8705,10357,5778
2292,9768,14032,17730,4981,18777
2293,1423,12076,8959,10169,1850
2294,11738,6672,7062,16532,2023
2295,3371,4616,1510,16038,8892
2296,18678,2373,11209,5470,6484
2297,13580,8635,5048,5032,13674
2298,1205,15474,3875,4438,14148
2299,8364,12589,15315,15950,8361
2300,14381,17149,18909,6566,11811
2301,11421,188,19682,14807,6166
2302,19566,15922,19906,7822,4394
2303,18109,13690,6169,428,875
2304,18722,16594,1890,16095,2412
2305,10128,11795,15909,16660,3395
2306,5764,18855,11027,1554,1221
2307,4553,18070,40,12984,9370
2308,4367,6723,12604,1841,2725
2309,18904,3698,6607,18919,17020
2310,8369,14965,11664,10609,15790
2311,526,6077,8943,13885,13138
2312,16178,3035,10087,2686,13973
2313,11744,11931,10757,18798,15980
2314,9181,4360,9920,14357,1559
2315,8906,1768,11643,18783,9845
2316,3980,12574,12625,3014,7744
2317,17241,8353,17311,11987,19023
2318,2647,12445,17346,12162,3252
2319,13965,1701,15507,13535,1098
2320,13642,2847,18654,14652,6000
2321,5298,10586,15731,3510,6259
2322,16227,10055,6666,12791,12098
2323,3460,12358,13983,6575,1391
2324,14139,12456,18940,2969,14006
2325,1575,16520,18813,1346,5595
2326,5589,18770,3569,7463,11525
2327,4632,14324,12719,2886,10305
2328,19069,16972,2749,1676,7472
2329,9637,7501,18799,10935,1843
2330,18072,12297,8586,11078,3016
2331,256,17170,15247,14072,11534
2332,3082,17625,1256,18817,12711
2333,4180,236,19757,16547,10901
2334,12356,6218,7195,461,5272
2335,9029,9063,13274,15262,9232
2336,5867,7673,8092,4486,3616
2337,865,105,9616,16469,13528
2338,196,12568,12047,8772,17598
2339,11960,13742,403,17381,9726
2340,4666,1190,3973,14230,11141
2341,2615,4326,7562,11640,18174
2342,2878,14793,5614,7878,11893
2343,10235,6736,15421,17366,18303
2344,19563,11724,9781,17517,3194
2345,14498,11675,10784,9713,18993
2346,1906,5522,9709,1734,15005
2347,5227,12526,13847,5092,89
2348,9634,3575,14014,13801,14295
2349,14522,12889,10043,12970,3627
2350,5330,16415,2519,4320,15544
2351,4737,12282,11630,16821,9756
2352,8700,12281,15255,10227,17781
2353,9197,7481,1709,18413,18907
2354,8250,1234,8208,16354,685
2355,6798,2278,2165,3534,7084
2356,18265,18173,3057,18391,6814
2357,10836,19631,10237,16705,6240
2358,1779,1822,14711,4358,935
2359,9340,19953,3700,18563,3278
2360,10352,5608,1370,1753,5471
2361,2305,10945,12859,7154,1266
2362,6429,3917,6516,5286,12454
2363,101,10444,2750,18525,18295
2364,10810,19757,3138,2049,11532
2365,803,16139,17573,2169,15404
2366,9502,6374,4534,1368,13162
2367,4820,3527,9793,6175,9115
2368,14741,6824,7626,6631,10927
2369,1418,9777,16008,10115,11387
2370,18406,11213,16460,12854,18866
2371,5371,16767,6619,4311,10444
2372,16858,19339,3945,9153,9164
2373,19035,4762,356,187,18661
2374,6377,3727,4658,167,519
2375,9420,6522,3942,3011,1808
2376,12281,10448,1738,3598,7582
2377,3141,13083,9921,15571,5437
2378,18988,13065,567,3806,1377
2379,4300,16895,7415,10605,4693
2380,2655,1158,11104,261,11606
2381,9992,16310,9301,12052,15992
2382,15925,8783,4388,15945,3929
2383,3277,1569,3744,14844,18744
2384,3789,117,13284,9844,15140
2385,16674,1989,10259,5675,1509
2386,17893,7690,15211,17626,16571
2387,14724,14580,1217,6675,18313
2388,11945,18583,3895,837,3772
2389,15986,15927,11140,10397,1042
2390,3404,3542,3090,14226,13935
2391,7125,13350,16173,2705,7071
2392,18440,19421,13580,3,4250
2393,10125,4624,18580,11383,12702
2394,5596,12632,4861,3792,14094
2395,6579,7013,3605,16280,4930
2396,7665,14985,19290,7022,10083
2397,4685,15322,17437,6774,9191
2398,2484,3409,16608,11323,7701
2399,12758,15678,12908,18026,18492
2400,4301,3356,12235,2523,17026
2401,18641,5755,18093,4998,16501
2402,3780,17076,19099,16183,1865
2403,16479,18271,13194,2617,3893
2404,19957,556,18171,1827,8658
2405,10139,3925,16435,9464,11226
2406,6649,19980,18725,1409,14602
2407,19385,8776,1248,16219,12479
2408,8549,1870,18228,7367,16547
2409,13382,10832,7944,13193,8796
2410,5440,4676,14618,18035,16856
2411,5434,6050,2490,797,8011
2412,6769,289,2654,131,4941
2413,8931,9097,12008,4891,2715
2414,19316,19055,10751,18808,7763
2415,15291,14464,11250,6819,10881
2416,11242,19805,15715,9943,3735
2417,13860,5977,7954,2625,10143
2418,17585,6857,2158,2191,848
2419,8986,19697,11820,18250,322
2420,12163,14321,6831,8886,17099
2421,19219,14990,15728,14704,19399
2422,4112,3215,4618,7631,3448
2423,1109,6082,19041,15686,5707
2424,6035,2545,13389,19000,6819
2425,17530,13848,16491,12448,19411
2426,9059,11253,7417,6241,14130
2427,10825,9598,12436,1351,6631
2428,18629,7278,10818,18197,12314
2429,7673,16484,10430,5282,2041
2430,18877,10760,18786,984,11
2431,13658,12766,2465,15704,11100
2432,7627,6180,16305,10072,3587
2433,9144,9482,17277,8529,8018
2434,14599,2982,14845,9538,5424
2435,9537,794,18886,10385,18759
2436,3900,11901,6252,2062,596
2437,19672,19695,6189,17836,14438
2438,19154,3459,16738,18120,3166
2439,15972,1857,68,1610,12882
2440,11942,14188,9563,7802,15607
2441,6173,1550,16073,6982,6927
2442,6807,8241,3333,13475,11244
2443,14060,18592,12387,1707,13870
2444,9262,13245,11019,7192,16633
2445,15035,17527,10792,18608,12601
2446,3411,4693,18942,6824,851
2447,572,3872,158,11909,18179
2448,7523,3499,14827,7856,5127
2449,16613,18913,7342,8074,14972
2450,17969,1151,16375,8902,9983
2451,2109,13233,3257,6738,7997
2452,17094,14957,8090,9857,19014
2453,672,3327,14558,16981,12816
2454,14630,12744,4779,88,819
2455,9306,17548,10834,3299,5330
2456,13767,1233,803,2305,13742
2457,9159,5970,12179,5216,19613
2458,19484,15516,499,5893,8464
2459,7970,6899,19626,164,18764
2460,14041,14734,1383,2270,2344
2461,13066,10248,18893,4871,16550
2462,12628,7940,8212,11306,18376
2463,10833,11961,11290,4945,12066
2464,532,7436,12895,3688,8065
2465,11937,4321,5503,2830,11968
2466,2979,18840,13444,7558,10070
2467,112,16222,19097,11423,16992
2468,3292,2215,10450,13491,3817
2469,1041,11998,10122,12053,7545
2470,2145,7779,4170,10118,11215
2471,6947,11903,18869,15375,16749
2472,6074,16035,18045,1071,11333
2473,12923,12906,7310,12838,14653
2474,13585,11379,12628,1295,2891
2475,7936,1927,18646,3430,2649
2476,6362,15802,17523,11612,5843
2477,19160,4628,7081,7423,8343
2478,13421,2963,3036,4194,18787
2479,15320,14357,16502,13757,8233
2480,4376,1973,3890,17,5808
2481,5027,99,1252,10942,17296
2482,5489,5992,9315,12813,17500
2483,18200,694,17294,4674,8320
2484,8622,9061,16891,4701,9260
2485,18822,1713,17443,367,16953
2486,4267,12978,6511,15480,19974
2487,14722,12369,1639,18382,15968
2488,19617,18587,11076,10545,6313
2489,4751,2615,15810,12539,18388
2490,7351,2651,1175,7247,18915
2491,12601,10868,16992,3962,15764
2492,65,9470,17859,2217,11382
2493,6412,18677,19545,8645,1976
2494,4982,5636,18930,2265,16817
2495,18664,2383,14345,14316,16493
2496,15398,15758,2112,8173,6841
2497,14502,10758,3119,4726,666
2498,9627,12342,13281,6960,19930
2499,5733,5808,3487,4771,11287
2500,5332,2427,3817,19589,706
2501,11571,17770,5982,5054,10175
2502,17327,13662,8856,11361,12182
2503,1691,8523,3192,2987,8255
2504,11608,13938,14650,19574,9039
2505,8321,6854,13378,19854,10720
2506,1963,19357,12199,8250,16365
2507,2785,14555,8684,19425,16805
2508,17963,6106,1749,12974,19875
2509,13405,5572,15190,15148,12559
2510,14512,3958,14196,8296,10452
2511,5723,1017,12700,14968,15350
2512,7332,18937,7278,2696,14790
2513,14216,2830,2202,7771,12251
2514,7695,1582,13166,18968,7752
2515,12303,11439,10075,3364,9939
2516,163,2613,11746,15150,1101
2517,8339,8295,16797,16796,14587
2518,4486,4246,5849,7142,10450
2519,3934,18713,13075,10753,18647
2520,5382,18785,11048,12883,12689
2521,10932,14569,13709,6410,13068
2522,5031,2177,14455,10599,688
2523,16194,16356,564,7068,12692
2524,4324,8891,19505,16951,5756
2525,4187,18516,9358,14216,13648
2526,3391,10213,4160,19358,4052
2527,10664,13218,15899,2660,8536
2528,19720,18434,9734,12111,44
2529,13499,14812,7836,17771,18838
2530,17981,18534,1286,906,11561
2531,9645,19160,1666,13205,643
2532,19018,13531,19040,8976,17472
2533,309,9866,4142,14764,18008
2534,17837,8044,17313,11335,6424
2535,9894,10233,2656,15069,11498
2536,10671,18172,16941,7695,8283
2537,19093,3156,14874,9061,5992
2538,3870,6665,4151,15870,7261
2539,16947,19860,14515,19804,4990
2540,9934,3938,6418,8378,700
2541,1696,2570,16657,5009,14756
2542,17688,4255,8263,18253,2799
2543,10320,16729,14724,10674,9061
2544,3270,14982,8490,1066,4308
2545,10322,2612,9916,10542,2061
2546,5472,7284,18203,10092,3684
2547,1429,4325,3835,9394,11486
2548,17298,8596,11125,5779,10780
2549,511,18329,11001,14633,12931
2550,12775,1267,19042,6604,16140
2551,17671,11760,1801,15536,7252
2552,18547,16042,7434,7494,9922
2553,14202,7119,5360,1337,11436
2554,1101,7773,11902,7002,5205
2555,9819,2633,18298,1443,1591
2556,5425,11581,7619,12064,19552
2557,10257,16703,5274,11714,16786
2558,3645,12623,8941,10722,5372
2559,10549,17113,11395,1245,9671
2560,12632,7203,6342,10610,14706
2561,11570,4243,3593,19911,11613
2562,2423,16773,6770,17701,13369
2563,19369,15896,2799,7501,15403
2564,9182,6243,17941,2299,6785
2565,453,9893,2614,19896,10342
2566,10367,3826,14868,11579,17161
2567,13487,952,4493,1401,10115
2568,1357,13911,1332,17744,14999
2569,9996,2056,11544,4584,6609
2570,19117,1785,1922,457,6047
2571,2539,3735,10695,15067,3158
2572,12560,16418,11731,16233,10580
2573,8070,11434,7547,1890,1537
2574,5629,3129,1301,1502,12861
2575,5988,2310,7675,13425,12055
2576,11804,16975,9247,8877,10142
2577,19148,16681,15630,1721,7339
2578,14015,9070,2899,16516,13235
2579,9732,9354,9582,15799,461
2580,13640,10703,617,15980,7458
2581,7635,1702,5531,957,11955
2582,17158,12980,18109,18313,4223
2583,17867,2535,59,2677,18285
2584,10149,14715,9387,8977,17166
2585,17638,7261,17942,13974,19710
2586,2645,12983,11673,3781,6223
2587,11393,19939,18671,7815,17012
2588,5159,11530,833,2866,16440
2589,8294,14431,16055,4023,18824
2590,16327,11510,17125,3471,7716
2591,12919,5276,12010,19992,16439
2592,18503,11287,6519,12159,12117
2593,5576,3079,8496,16336,2691
2594,6308,10935,1401,19363,13933
2595,10556,16116,17170,5783,17615
2596,7956,2449,16835,5793,8890
2597,2186,11679,19985,11977,15084
2598,6566,17488,13466,10507,161
2599,18475,17882,19790,11260,10204
2600,237,17699,5889,15682,18328
2601,19624,7282,18174,14425,8515
2602,14818,11977,9935,7204,5423
2603,19903,10476,9220,11581,12057
2604,19827,3464,4329,8625,8582
2605,19652,16659,3263,13518,7703
2606,6883,19110,4265,11430,2770
2607,2601,17345,2040,11343,17925
2608,14177,3539,5894,7139,6400
2609,16574,19215,9957,9163,911
2610,14598,4548,899,11415,1028
2611,16724,19833,17946,2141,1151
2612,5820,11890,7878,13670,1302
2613,14686,8712,18552,13891,5735
2614,70,2925,3029,3871,963
2615,5379,10157,7789,1241,1379
2616,16617,16522,14401,13302,14478
2617,16165,10504,19914,14311,7888
2618,2792,11371,14114,13880,6416
2619,12959,8930,12702,19064,11461
2620,12278,18477,1585,736,437
2621,15319,13223,18360,1631,13039
2622,16145,19149,14309,9340,4102
2623,326,3457,2858,4776,13902
2624,19181,13821,13948,15890,13178
2625,10886,3352,16794,12749,9364
2626,18209,11104,19636,7454,9640
2627,10324,13535,16246,9558,19336
2628,13061,4288,2700,8503,6562
2629,1161,7907,12328,15796,5730
2630,16302,19456,7488,15437,1821
2631,19324,7268,4419,14809,19548
2632,8335,16097,18349,13650,12026
2633,5607,17973,7923,7914,10134
2634,2263,2197,12744,288,7176
2635,4861,6370,9633,10951,17111
2636,9412,7641,18825,11642,16024
2637,2070,15190,8946,17317,6389
2638,649,3293,2866,12859,3112
2639,13495,15232,1743,4892,19712
2640,16370,1707,11765,18395,16583
2641,7861,5186,10150,6897,8527
2642,18207,439,13400,11601,8428
2643,16453,18863,2732,8461,17229
2644,4129,5426,12284,2649,18413
2645,19873,9584,15938,8229,9124
2646,2775,11947,8338,19956,14695
2647,14710,5858,2912,19147,19058
2648,8713,6628,12765,5003,7108
2649,8628,15915,16387,8980,10024
2650,19466,7222,17037,12825,12623
2651,17035,8541,6651,10030,17290
2652,17130,2319,1075,14766,1022
2653,9180,8058,8634,11845,15412
2654,17618,712,11788,683,11289
2655,2938,13693,10587,1211,19813
2656,6666,14339,4538,16583,18881
2657,19834,16913,19697,6628,17628
2658,13920,2374,16396,2849,19267
2659,6028,2520,6902,6978,8104
2660,12238,15899,15927,1810,250
2661,17462,2044,1421,4160,18435
2662,2712,12638,12818,19232,15287
2663,1416,9011,1566,6326,12687
2664,9601,13089,1288,16791,7855
2665,864,17692,9526,12246,11548
2666,4391,2779,5817,12550,12858
2667,134,3732,8617,12903,13087
2668,3750,10727,3153,9777,10839
2669,5375,17155,16934,15094,7386
2670,8830,7397,19483,205,5293
2671,7567,2988,15974,1163,2554
2672,4389,1299,18542,17896,10911
2673,7148,4032,14382,13926,916
2674,5132,4317,19402,6614,11034
2675,8473,9120,4340,10335,19392
2676,1798,14347,14751,10148,17642
2677,5233,7624,7848,7972,19881
2678,8199,10469,7863,262,1049
2679,13852,3568,7490,14496,17554
2680,5118,4333,8077,13638,13476
2681,17826,18954,5215,10976,7489
2682,3891,15148,18275,7380,2754
2683,4205,10404,14253,8826,7702
2684,12359,7190,955,17164,18609
2685,16509,11954,14257,2657,4940
2686,6110,11435,218,14327,1873
2687,15667,415,11408,7363,2191
2688,7319,775,18372,2466,14424
2689,13042,16705,748,3326,13748
2690,2084,15414,9794,5660,4495
2691,3946,15306,18956,5963,2154
2692,13549,3045,19533,18770,1157
2693,3631,9739,14725,13326,10071
2694,18276,18817,974,9170,693
2695,712,7291,7525,3466,6926
2696,17033,19181,12207,1341,7737
2697,3586,8411,754,15158,3463
2698,6888,12097,10085,6152,17696
2699,10589,15790,10870,162,1690
2700,696,11554,6407,3363,17045
2701,10077,5267,2384,678,13092
2702,4303,6746,718,14160,10638
2703,19,19214,12688,10272,8153
2704,9698,12264,1264,2418,11620
2705,9376,463,11818,17478,14175
2706,19272,4694,11469,1161,1878
2707,12227,7685,14694,10777,18175
2708,18937,6338,5030,9212,3426
2709,3421,3432,10534,8311,1903
2710,266,5029,3319,7361,14907
2711,2722,8309,11129,13251,1228
2712,8974,920,16981,6579,654
2713,8757,8820,18054,11042,8800
2714,4601,10219,7442,4059,1206
2715,19668,17186,18167,9752,18079
2716,3358,9548,3383,12538,11702
2717,6738,17585,7001,2840,5703
2718,8947,12925,17419,4208,11737
2719,13622,3784,4231,14944,12179
2720,18429,11192,16630,17726,7746
2721,1534,11630,18605,17421,12183
2722,1718,2805,15744,1852,10700
2723,4567,17992,13176,19578,19855
2724,543,7028,14372,17796,658
2725,7485,5129,9472,10620,17474
2726,12100,19416,9744,268,358
2727,12239,17313,5446,16030,14100
2728,17910,11348,4962,9876,2844
2729,2705,18811,13042,3380,18253
2730,15537,7923,7816,8563,8952
2731,6424,6396,1271,8767,1288
2732,4648,4594,6289,15969,112
2733,13371,14227,11798,7824,5452
2734,9834,5547,2925,5058,5988
2735,8024,18146,530,11099,18088
2736,15011,19505,17448,13493,2477
2737,15723,16725,17609,9770,2460
2738,7010,6441,11672,6795,10411
2739,19608,4847,11978,13447,6876
2740,11959,165,10021,13252,8544
2741,15179,18113,7593,12856,11127
2742,13518,17191,7896,9581,15640
2743,13515,9392,2168,9716,12275
2744,18061,37,9607,6395,16251
2745,1347,2168,5278,19881,8572
2746,17973,12323,3568,5417,3740
2747,17232,2169,19428,639,18339
2748,4620,11837,4130,17052,7308
2749,12416,18421,6544,456,12139
2750,12113,5296,17416,16302,8529
2751,7745,9633,690,950,11448
2752,17683,8121,1145,10554,10867
2753,2164,11934,18659,12264,10793
2754,14750,1037,7157,18384,958
2755,13636,3963,16754,18478,124
2756,12873,1003,19337,7532,1075
2757,10631,7663,14516,3516,8231
2758,1464,10639,13418,2384,8990
2759,12402,10749,19795,3634,948
2760,5254,3550,13480,19440,4360
2761,7602,11293,12318,15045,775
2762,9038,12533,10990,7260,17938
2763,3037,899,17892,3526,12936
2764,19875,10689,19690,15967,4209
2765,1608,17121,10964,2528,15122
2766,4774,13863,11856,17291,4219
2767,16153,14358,128,4676,18048
2768,18571,11570,2536,14745,12901
2769,15554,8915,18977,2643,2763
2770,2271,80,18621,12604,5000
2771,6413,3880,9759,11908,11342
2772,4825,16380,3077,7704,5975
2773,10471,2353,142,17048,18563
2774,9367,13302,8314,11639,3930
2775,2426,17389,9063,6242,13760
2776,13815,7113,14139,17077,6216
2777,15761,14593,18914,18867,6367
2778,13092,16563,11339,6344,1829
2779,12085,15483,972,16838,18108
2780,5036,9746,117,14768,4313
2781,641,15282,17559,12181,10786
2782,5316,15635,5101,15564,732
2783,13337,9906,7023,19255,5433
2784,6618,18437,17773,2025,9717
2785,5873,11455,6561,7182,14655
2786,4450,11094,15516,17609,14274
2787,9216,9135,11726,7103,5360
2788,2586,9878,6,4221,7250
2789,12082,5534,3128,10873,1437
2790,15680,8272,16964,10120,19132
2791,13189,377,4844,15505,8112
2792,14609,11910,13050,10859,14833
2793,3201,10697,8797,19458,18538
2794,5025,12387,15466,8284,11519
2795,11503,15120,1534,10698,5010
2796,13034,129,7604,2662,18125
2797,12590,16920,5794,18501,5979
2798,12087,14081,10788,18848,7840
2799,2524,5166,5635,17590,4638
2800,6328,17774,15736,696,18810
2801,8385,16230,316,10209,1709
2802,15158,8625,6953,16591,19369
2803,4287,18755,12633,9279,4905
2804,18044,2720,17702,12878,2431
2805,56,7365,236,15198,4933
2806,9138,12879,6898,15832,14997
2807,7964,19370,4207,8203,15262
2808,14391,2895,11220,9898,13102
2809,517,9735,3220,17533,9818
2810,8161,2084,19733,11946,13576
2811,13569,6734,379,4923,570
2812,2153,15646,157,8636,18612
2813,7052,14926,11849,3119,8552
2814,551,1179,16317,13088,19153
2815,1455,12583,16869,17161,4047
2816,18500,12074,9738,5609,8920
2817,16475,3092,2109,12937,9358
2818,13271,8965,5684,13341,14998
2819,1200,14080,8963,2704,8171
2820,9319,8027,19412,137,12042
2821,7986,10779,6623,18340,17970
2822,7771,3444,16001,3789,14416
2823,18456,4529,9164,19222,17054
2824,6471,14820,11479,19752,13844
2825,13991,6383,13363,1804,10325
2826,10660,5601,5547,11763,2668
2827,3264,13880,5452,7829,8673
2828,16413,12287,1117,10675,2567
2829,19541,6401,5250,19338,17943
2830,505,17807,264,8356,16049
2831,11564,3093,13503,10440,2406
2832,13135,14605,3874,2050,11902
2833,7555,1440,3707,9355,8200
2834,10389,1705,15270,17677,10550
2835,12099,4504,11046,11969,16534
2836,19495,18622,16939,3142,10371
2837,2882,14350,8898,2077,19511
2838,18621,10324,4934,5454,19878
2839,18810,9551,17739,15424,979
2840,12739,5826,15547,19928,16546
2841,10635,13371,1298,988,11835
2842,12178,9235,13733,19868,10751
2843,9688,939,12258,17187,12611
2844,3325,19529,4649,10390,4592
2845,16295,16883,6050,7259,16488
2846,8162,6476,12209,7461,13569
2847,7212,159,18366,9515,13345
2848,12347,2395,16248,5312,11852
2849,1359,12741,12725,13618,17650
2850,11836,10849,1316,8576,4982
2851,15325,8603,7999,7392,2065
2852,4969,13577,6545,11188,464
2853,5111,13123,12458,18092,16718
2854,11787,14211,4738,17623,6441
2855,7972,9196,11503,19049,16259
2856,10814,14062,16099,10103,4969
2857,18323,8380,8189,3611,10514
2858,8432,16944,19414,3361,291
2859,594,7621,12412,18246,19280
2860,11467,16893,17543,14875,11856
2861,2636,16074,8353,16232,7497
2862,685,7503,5617,2026,14812
2863,6160,13567,4646,1388,12834
2864,5084,5658,11538,7812,8923
2865,2160,3170,9217,5852,10973
2866,13451,12524,123,8650,4875
2867,15314,13732,831,14757,15308
2868,472,13094,13566,13377,7590
2869,19918,5569,18664,15905,1967
2870,17149,15645,266,1857,7018
2871,12970,4176,16780,1441,12222
2872,16939,19193,18037,13633,10113
2873,15098,11751,8102,18856,1097
2874,7607,18041,17058,18841,10646
2875,370,2286,12176,7885,12572
2876,13797,3646,8667,8409,8276
2877,19350,13766,16541,9136,1297
2878,19543,16999,7135,15091,16485
2879,12529,5334,10168,15908,7385
2880,17005,1872,18756,8909,2509
2881,7692,860,10428,19505,123
2882,19377,2828,14842,18011,5894
2883,16524,14669,2217,8161,15423
2884,18239,4970,683,10091,13962
2885,18048,7390,16070,3457,8751
2886,5679,7100,249,1370,9545
2887,7077,636,18455,13104,11643
2888,7536,488,14589,14908,13394
2889,11426,9006,11446,16843,5651
2890,11169,12615,4471,17904,12926
2891,5367,4207,13320,15926,6761
2892,14236,17083,13837,12330,9131
2893,8790,9632,18277,9254,4988
2894,11939,4037,7894,5133,726
2895,18069,12108,5588,10933,18658
2896,11228,8769,10769,3009,14836
2897,15583,19945,1017,1808,2281
2898,14309,12949,1883,19774,1284
2899,15600,766,3344,17031,17113
2900,8678,6197,11146,17757,1061
2901,19694,19353,378,6815,1768
2902,16330,3390,6367,10019,17844
2903,17091,13888,13668,9889,4527
2904,2888,851,19219,13074,4461
2905,14903,9321,17494,13378,6270
2906,690,5666,3136,3196,11581
2907,4119,4118,6728,16378,7961
2908,693,3977,7622,3897,7145
2909,13808,11409,15636,1020,13155
2910,4667,3136,837,2822,1419
2911,9347,5816,6461,7823,12022
2912,14516,11024,10756,14299,14925
2913,9538,13868,13422,19832,17754
2914,6610,2635,166,6674,19898
2915,9883,8999,15795,12204,15885
2916,18331,19997,15847,6875,2239
2917,14322,15888,14304,13123,19995
2918,16305,4455,3179,13048,5052
2919,7313,4620,13812,11850,11898
2920,7608,16050,6294,19218,5080
2921,2861,12023,15903,10452,1522
2922,10820,17285,3819,6929,4514
2923,7963,10708,17299,5744,8996
2924,14449,1359,16238,8126,6944
2925,17566,12140,1352,684,1181
2926,8248,7741,8607,140,14702
2927,17812,16488,9169,4136,7671
2928,8806,13717,16139,19748,890
2929,430,17634,8152,18959,7074
2930,18158,2250,16078,5816,9306
2931,1388,5735,18105,18289,18327
2932,19870,11268,10261,7175,12396
2933,17584,16003,6587,8942,6469
2934,14916,9833,1818,1786,4475
2935,13368,18370,3392,14025,10610
2936,2015,10544,4438,11237,11571
2937,9061,1118,3614,11244,15384
2938,12116,10538,12842,2862,11148
2939,9217,9364,16670,5945,4390
2940,10910,8423,7500,18577,5047
2941,1412,3945,17151,9565,13805
2942,8487,12713,18832,3323,19584
2943,14154,19632,3851,16520,3258
2944,10818,16218,17379,19040,18539
2945,1138,14016,1378,15344,2120
2946,16331,3707,6801,15238,4645
2947,15801,7939,4535,10671,7805
2948,5598,13124,10162,5468,10690
2949,15813,3543,6625,13977,18616
2950,7202,7598,45,9603,2426
2951,678,9036,3272,12833,19073
2952,6833,13034,4525,7659,14982
2953,5460,3592,10881,885,4740
2954,9357,2260,11060,14611,9464
2955,8179,3827,13655,10005,8429
2956,13046,4663,13625,4027,15986
2957,2558,18746,17127,9691,9205
