,1,2,3,4,5
2055,13073,3710,18225,3106,10922
2056,14185,2650,928,18526,8790
2057,5685,16077,15208,14342,13479
2058,15193,15612,19827,9056,7658
2059,12369,19609,12677,11147,13413
2060,4810,18754,15011,6677,10902
2061,12145,1843,19838,11712,9904
2062,3194,10072,18831,1718,8002
2063,4824,8491,12043,14801,17681
2064,7204,3816,6058,2861,12698
2065,3761,18457,14269,1665,3784
2066,8609,14247,13386,7043,11993
2067,8209,9047,18625,3818,15789
2068,212,5652,11663,1982,842
2069,12284,2561,13426,9408,1827
2070,13523,5725,1107,10536,14617
2071,10619,12071,15018,12711,2242
2072,12221,14259,19739,15357,13704
2073,6911,19883,5337,14514,6261
2074,145,1804,6697,783,15159
2075,339,7135,16328,10011,10040
2076,7474,10821,14913,16333,1528
2077,323,1489,17048,4099,3199
2078,11413,16534,14121,4735,17015
2079,11178,7543,18694,15214,12046
2080,5341,8158,1381,10094,18100
2081,868,4044,16045,18036,11295
2082,1266,16670,5029,17351,3150
2083,12866,1207,227,12594,12985
2084,2106,261,5313,10479,3952
2085,9657,19451,5538,17657,7268
2086,16263,18859,12964,13982,3915
2087,4524,5540,10848,4488,16359
2088,12055,14480,5963,6818,3677
2089,3065,14381,5504,2484,18212
2090,19052,17251,9412,16246,13977
2091,15301,1252,11490,10315,2193
2092,1936,13156,7834,6525,8948
2093,10639,4159,19947,19592,13428
2094,7968,11009,10404,9922,3501
2095,2105,3245,4992,7516,12902
2096,9824,9910,14563,18860,15149
2097,8007,12469,2433,12627,7139
2098,3281,8660,10620,9030,18387
2099,2054,11464,7370,19045,5805
2100,6367,10,6836,15941,1383
2101,17372,8396,4149,338,3437
2102,15702,16701,17529,13797,7325
2103,9554,10626,9866,12835,10375
2104,3751,5298,11743,14461,950
2105,3058,8903,263,12947,6260
2106,3880,4854,843,7481,5777
2107,13576,3899,18063,1140,8246
2108,6043,13675,18282,3692,11484
2109,2428,15589,17616,813,2885
2110,19867,1321,11708,12010,19698
2111,4326,14974,3876,2776,6069
2112,13448,18795,4444,5950,16545
2113,16205,17325,314,11590,10838
2114,9536,2913,5474,13265,428
2115,1178,13557,8925,11152,3076
2116,13657,8976,5105,1563,6189
2117,16170,17672,6806,13875,18041
2118,13641,13590,13350,1513,9722
2119,2013,6365,14395,814,10534
2120,7250,15268,2532,14158,8977
2121,12489,12212,5437,1111,17760
2122,17021,3367,6537,17462,243
2123,19146,14979,16332,3559,18133
2124,11666,523,17814,3016,611
2125,8670,11289,8538,8487,14747
2126,8217,7500,17550,300,4805
2127,15881,4978,2379,1176,14023
2128,18179,14566,9815,5254,16041
2129,3879,5545,1237,460,838
2130,11746,1952,576,521,10267
2131,1559,173,18137,12686,3742
2132,3170,10516,9013,6166,7678
2133,15626,7548,9277,12385,19315
2134,16892,9144,10092,10497,17918
2135,9487,8257,695,13941,1961
2136,4941,17904,67,8016,9342
2137,5155,16699,5772,14021,15819
2138,15408,17298,6604,11687,18240
2139,15967,1182,11550,17734,18799
2140,7309,9545,2117,14984,10019
2141,7996,16301,14376,3427,12634
2142,17696,15574,5352,19957,4111
2143,16949,1183,11624,7533,306
2144,3932,13013,15788,8708,14509
2145,3050,14581,8996,4467,16127
2146,12453,17739,13336,9742,3408
2147,17471,3317,16184,17282,19160
2148,10879,11333,5797,19509,14717
2149,1831,17785,98,6949,15632
2150,8511,4516,14115,7186,9805
2151,5354,480,7695,10793,16544
2152,14714,10763,10746,5628,3489
2153,15946,838,18340,8709,13454
2154,5539,9860,952,8784,14934
2155,3728,11390,13540,745,19950
2156,14013,15718,13573,6840,9483
2157,17752,13176,16937,8177,13139
2158,2028,8698,10621,16235,3790
2159,4230,17753,8965,8044,8387
2160,6127,4443,3495,16059,12387
2161,7316,8950,10504,18381,19131
2162,2494,10112,10336,824,7778
2163,13057,5783,6065,2304,8754
2164,11434,12710,17411,11144,14387
2165,6112,8649,8367,11119,10847
2166,201,2693,1434,853,14777
2167,11150,5771,18595,19603,4048
2168,6420,15891,19625,12254,4137
2169,2522,18489,419,14498,5761
2170,18202,8093,18475,3280,8079
2171,279,17094,18170,7005,18910
2172,15475,15025,12496,17538,15717
2173,1748,6595,10452,14518,3052
2174,17857,4228,11901,7756,10840
2175,16164,17329,10557,19503,171
2176,18637,9266,6178,6338,16482
2177,4617,12285,8156,11608,3524
2178,12719,9523,4614,15274,16492
2179,14763,4427,16432,5044,19255
2180,8659,3936,3073,4713,8971
2181,1120,4740,2160,5227,8398
2182,7621,8894,6282,7580,13263
2183,3338,12181,7180,7723,2568
2184,1338,6347,12573,14454,17608
2185,18422,11483,2419,5549,14513
2186,4353,6112,6620,14057,6708
2187,9100,10379,16074,8521,11861
2188,6361,11167,16982,19272,1907
2189,8153,17452,6240,8222,19528
2190,19339,16818,15530,621,12995
2191,11832,6663,3927,16829,1493
2192,13583,4133,16391,12035,17891
2193,12557,13617,19762,8885,14305
2194,8198,17188,2246,6178,15946
2195,5782,4993,8220,13315,3984
2196,1389,7088,5132,2772,1281
2197,7124,10912,7140,18682,16217
2198,2919,19730,17723,3443,9999
2199,19125,9711,5868,5740,384
2200,4880,5270,11617,7209,1430
2201,9948,12465,19793,16463,10996
2202,1541,17680,13438,550,4290
2203,14110,19042,19394,4511,18341
2204,2872,5131,209,7292,12660
2205,8144,19564,6331,19520,2955
2206,14473,3203,17069,11981,16126
2207,6735,6171,15289,9764,11601
2208,9153,19936,18764,19299,19214
2209,12199,8318,9496,13058,12829
2210,19170,6506,845,9465,4602
2211,17876,12962,16430,11104,18471
2212,13161,4259,4563,2600,11809
2213,15856,18629,457,1138,8027
2214,13627,7950,7102,248,14769
2215,1846,17215,12185,17594,5491
2216,17365,7783,6938,11310,13280
2217,3797,602,14914,15576,14530
2218,12486,9846,16777,17023,4487
2219,8600,14274,10638,15189,964
2220,19186,19893,2739,16795,17961
2221,7199,15152,4368,18795,9249
2222,2234,4206,14187,14497,5035
2223,15126,14651,19459,14895,4351
2224,12426,17748,6100,1758,4847
2225,2119,10138,6924,17731,10507
2226,18528,4746,18996,9498,12071
2227,14499,8686,6125,9806,10800
2228,7434,12166,10434,12301,3715
2229,17466,15872,10812,1484,8217
2230,16656,2225,1118,11670,1432
2231,1632,17157,9360,13970,2329
2232,19616,17939,3015,18044,15096
2233,12298,10169,16709,19410,1095
2234,18764,9264,8463,2526,2538
2235,378,3809,18411,4439,5304
2236,8644,14494,298,18349,4506
2237,277,6143,7569,19093,11112
2238,12581,4171,4352,16539,1524
2239,13355,14561,11642,11578,531
2240,2917,4007,3601,2837,19361
2241,1796,11940,14351,13393,645
2242,14189,13437,12320,2410,10545
2243,7541,7822,13544,785,19468
2244,16395,6356,15822,5872,6851
2245,19498,2102,19180,1747,19335
2246,12011,1517,5992,11744,18675
2247,6138,6694,11613,31,913
2248,13779,7221,12019,2591,8289
2249,10686,71,12097,6865,10320
2250,14054,15864,700,16498,11464
2251,2089,5087,19646,17976,17591
2252,1845,5750,17862,18336,13002
2253,3465,9861,14341,11572,4723
2254,7583,12273,16197,3935,6219
2255,9008,19848,479,16359,1785
2256,7859,17463,17682,4346,6405
2257,17976,6519,7803,7475,2455
2258,8152,12938,5119,14990,7720
2259,15894,275,11883,15283,14452
2260,1998,4054,14561,15973,7198
2261,12723,17022,6447,17890,6625
2262,9387,14103,13665,19515,5323
2263,9007,17863,8885,12895,6928
2264,10854,2080,15972,6279,15670
2265,4560,16544,7225,1751,14010
2266,17187,15463,4792,7252,82
2267,19325,4855,1277,1580,9735
2268,17126,14174,2827,4487,8197
2269,16592,541,13546,13090,9729
2270,18713,13280,15099,2902,13383
2271,8745,3718,5842,242,18316
2272,10903,18599,6814,16102,7403
2273,16397,6747,19832,8169,6742
2274,16053,5819,16845,1651,4611
2275,17610,14830,10733,4796,17056
2276,5814,13411,15774,8335,1278
2277,14010,1185,15259,15288,11638
2278,11335,19021,1312,908,13795
2279,11396,5118,5184,5511,12237
2280,5200,6503,1896,15529,16608
2281,7643,9654,9375,16707,12847
2282,15359,4194,5255,7772,19969
2283,14572,5942,3823,14354,3411
2284,18325,4684,17840,16404,16388
2285,3548,14156,4996,9617,16639
2286,15993,6128,4978,344,2551
2287,19605,17777,4845,12949,11337
2288,18128,16315,1394,601,3707
2289,1156,11515,11893,14128,15235
2290,15150,3408,6284,16736,13110
2291,2952,4282,10763,4074,8727
2292,3174,17536,1734,19264,1791
2293,16025,508,17651,10068,19500
2294,10533,18026,17110,3840,19933
2295,1379,7296,9711,5573,18189
2296,2737,17903,3312,16291,11544
2297,20,2786,12848,16726,5657
2298,7443,13496,5368,7974,9847
2299,131,19194,12820,15584,6372
2300,15322,714,1126,13833,16011
2301,11262,14775,10514,18060,19972
2302,1854,8450,15051,4515,8249
2303,5652,12185,1030,2651,7103
2304,17075,7224,14781,10738,14124
2305,1792,4979,16530,14150,2173
2306,990,11442,12034,1377,17739
2307,3107,17914,15365,13307,18144
2308,11610,6246,7264,19502,16474
2309,7431,13876,10322,16015,6098
2310,10651,4221,15187,12445,9103
2311,3704,12661,7117,14742,4896
2312,10209,9475,13191,15271,718
2313,18168,11352,7045,14237,5214
2314,14966,2019,11122,2266,12762
2315,11777,19259,14838,6190,5376
2316,98,12417,2209,12389,14183
2317,10667,7063,17352,9924,1417
2318,6470,15219,18440,10175,7362
2319,18916,17120,10296,18794,1680
2320,8016,18268,11997,18938,14708
2321,11430,10556,19911,452,15021
2322,10587,2188,4164,13815,147
2323,13885,15542,9257,14050,7972
2324,1560,6093,9615,16858,15645
2325,9512,14802,3039,12761,4451
2326,12379,8996,12551,12867,17730
2327,18603,7554,2024,11658,17812
2328,2396,2778,17990,1338,17412
2329,10500,16308,19542,12437,5989
2330,12850,8060,10767,17987,11384
2331,14892,14011,8252,776,16760
2332,7851,5692,17098,14891,5645
2333,11112,14831,12939,12366,9116
2334,18890,231,9631,8038,7532
2335,8864,9928,8578,1004,14591
2336,5903,15042,4895,16661,11385
2337,13228,14459,4864,14019,780
2338,1522,187,17257,18186,10854
2339,2587,12817,4670,1239,15591
2340,1683,10566,1052,16811,571
2341,11495,17756,12874,14125,12560
2342,6962,10390,13558,5429,9669
2343,1755,7490,14489,16847,8983
2344,7356,3400,16142,17588,15286
2345,17902,18495,1924,7402,6981
2346,10995,2621,6150,6880,4582
2347,17057,12066,1994,9819,19194
2348,3838,5301,8096,19266,11566
2349,3145,18932,10433,18389,14230
2350,4416,12782,3776,490,7383
2351,9710,4033,5759,402,19030
2352,4077,12380,10572,17665,326
2353,10541,7177,18419,15582,249
2354,19898,13517,78,6792,11074
2355,6239,8803,19110,8962,12707
2356,10723,10187,6529,2980,7067
2357,10326,5407,2653,11512,2957
2358,3007,2821,14170,7398,10187
2359,16467,7220,12314,9782,10272
2360,5982,9609,9570,9274,16392
2361,12312,15281,9474,12985,11070
2362,5632,3359,18563,2381,6505
2363,10517,12948,16448,18578,2251
2364,16881,9705,1792,18953,9854
2365,12386,11089,13960,11448,14367
2366,8645,19277,19039,7495,19026
2367,13945,6192,10617,1436,11118
2368,15756,19023,9829,14694,2918
2369,16769,4180,12838,2248,18596
2370,17958,835,3104,19391,3146
2371,11128,12570,4324,10943,12782
2372,6734,19056,16109,2219,918
2373,19492,1042,3060,17914,13190
2374,13516,12119,926,3626,7375
2375,5372,8288,16880,16577,13900
2376,14702,17823,17118,11538,17870
2377,3315,10930,11546,16045,18383
2378,634,1292,5825,3320,17299
2379,1976,9527,9288,19975,14092
2380,8105,6948,11632,5920,17889
2381,2816,2151,15440,17840,5878
2382,15147,6597,11786,3843,3608
2383,6796,19258,15286,5318,163
2384,1401,19300,17387,15581,8415
2385,14286,13698,8747,2992,8119
2386,4114,15720,15333,12857,3956
2387,19187,17693,9127,18029,4395
2388,16026,4723,9698,2884,6018
2389,9586,15294,271,16639,14853
2390,8341,13883,16129,16896,4987
2391,4312,5960,985,14977,8109
2392,12591,2038,2605,17292,785
2393,8642,5165,13871,4880,8767
2394,12443,1620,3587,3933,19766
2395,12158,1552,14729,16559,1139
2396,14589,17286,17401,10682,14477
2397,14108,12558,17637,9478,8770
2398,13764,12813,18190,11591,12147
2399,7892,4319,15141,19512,6368
2400,17899,12026,18026,4036,8904
2401,7828,13969,10716,19614,7133
2402,16343,7132,8970,19919,16691
2403,9773,4368,19992,10477,7334
2404,4088,11395,9505,18426,1885
2405,3485,3205,8805,7582,18332
2406,11362,4883,12880,10998,7991
2407,2351,2596,18304,18023,1085
2408,14735,2014,2406,4530,16170
2409,5766,8553,397,4128,15184
2410,10198,4291,1423,16401,8540
2411,5271,6131,13789,8971,4512
2412,19333,14823,19171,17802,2020
2413,10315,1611,19327,15464,4778
2414,10532,9439,11508,15524,7951
2415,10800,711,15179,3083,9579
2416,18121,12263,1730,13845,17801
2417,10026,3777,737,11540,19509
2418,6853,19057,16853,2446,14192
2419,8515,19590,15862,11661,10319
2420,5846,13835,6813,11509,10073
2421,10947,12861,16026,15024,13640
2422,14338,7145,7431,1997,14887
2423,7980,3007,9590,2138,19470
2424,4282,11935,8780,2511,10509
2425,2674,10244,16893,4259,1044
2426,5943,16373,7202,2823,9228
2427,15178,5105,13690,1228,3964
2428,3984,10044,3788,19071,6638
2429,708,3741,8271,19112,6733
2430,12032,14085,15309,13494,16495
2431,17518,4110,3443,10206,3611
2432,14127,16242,13168,4331,1958
2433,14311,6524,18083,3431,19081
2434,2075,16254,5468,6138,19432
2435,10308,7684,3638,4343,19200
2436,9850,3979,5814,17600,690
2437,5876,15102,14172,14513,12742
2438,5950,10285,19712,8944,17413
2439,7151,11432,18894,5023,9863
2440,553,11504,18334,19608,4885
2441,18238,12110,19461,18737,13682
2442,14344,9127,19144,14671,14336
2443,12231,8666,4899,16526,4128
2444,3030,13734,9091,17281,8451
2445,14369,18361,11766,8214,14845
2446,10482,3266,11669,14886,14990
2447,5680,17462,7939,17073,18698
2448,10078,14751,4862,4011,6404
2449,14000,6801,8306,13334,17926
2450,12941,10193,4991,8204,17873
2451,6517,15431,7459,14905,15751
2452,15821,4809,12903,9758,4480
2453,5934,631,8125,12770,7399
2454,13753,11099,13399,4650,4929
2455,17266,5170,11201,17178,17410
2456,15844,18124,5488,15987,3765
2457,366,12701,7326,708,13395
2458,6214,19753,1607,4170,11427
2459,9233,6593,10461,13274,5019
2460,11031,10879,13592,2376,16353
2461,17586,6627,4141,11128,14666
2462,8572,8676,5288,4153,6727
2463,18523,5310,2597,8091,936
2464,15167,6969,6119,18110,16435
2465,8935,17570,14959,11724,4283
2466,13927,11254,2734,7873,18922
2467,12636,4597,15434,1296,1775
2468,7015,5139,2573,11161,8939
2469,4599,3097,9070,12144,12440
2470,10325,18125,11359,19298,19268
2471,19783,10887,6531,15211,1413
2472,1759,4437,18731,1385,12432
2473,5518,14729,19632,9864,6503
2474,12682,4913,2900,8001,3481
2475,2965,8409,17633,19244,11444
2476,14312,4563,10579,12438,5991
2477,3252,5768,6122,19263,11791
2478,10813,15043,4554,91,5839
2479,11529,272,8688,18589,11812
2480,11275,11235,3234,19489,18358
2481,13060,8869,19426,9939,12487
2482,11237,11661,1731,9094,675
2483,3209,13663,38,2655,13236
2484,16294,18325,15755,18778,13340
2485,17757,17060,6462,1151,17379
2486,2781,16642,16634,9247,10292
2487,17822,14235,278,13399,16302
2488,3632,13525,10273,6114,18496
2489,18974,3353,10133,1062,11089
2490,18303,13669,19600,16210,12015
2491,13592,14801,10538,1983,3869
2492,16969,11430,18437,5378,18161
2493,3616,14501,6590,2419,2632
2494,657,1757,9368,19481,16780
2495,3829,9276,6926,3920,8497
2496,8186,1788,4874,9497,17445
2497,3043,12982,7182,954,12077
2498,10608,5430,9126,7661,18181
2499,18759,10329,5182,7101,16605
2500,13818,19096,13991,13266,10473
2501,12005,18951,4332,5684,5307
2502,19418,15772,10773,5767,17195
2503,530,2049,13481,15231,10655
2504,10481,9214,17349,17522,12755
2505,7888,7530,17688,11731,9065
2506,18681,13388,16053,10248,19534
2507,13324,1331,13717,9648,10850
2508,11214,9102,6374,15282,6186
2509,15885,11375,16862,15913,5045
2510,17163,13771,14929,7095,9028
2511,3350,10080,1411,16484,2367
2512,9290,17358,8932,14867,8416
2513,8568,14782,10941,4473,9512
2514,2634,7245,48,543,4845
2515,13841,2992,9540,6185,5454
2516,6678,1648,16697,16785,3135
2517,14783,196,16422,8756,10882
2518,6357,16410,12025,12976,174
2519,1807,5812,7846,9265,15229
2520,16954,19284,12944,883,3236
2521,7355,1075,9330,2855,16484
2522,6469,10239,12081,13989,8068
2523,6952,1610,4570,3722,3941
2524,4759,8315,9659,9473,4145
2525,10103,8670,14769,18851,5861
2526,3577,1723,522,16364,5903
2527,14162,11391,19796,15458,14122
2528,3782,1314,5760,15172,2403
2529,15297,15587,1849,11985,1499
2530,1094,17174,19028,15959,12400
2531,9033,8508,14446,9838,424
2532,740,6324,4859,10338,9856
2533,13182,12977,621,14909,12718
2534,9147,4021,18618,18009,18877
2535,8984,18287,2808,3411,3625
2536,12546,17821,5170,10537,17872
2537,6637,3056,7176,2082,14171
2538,5693,10622,11532,4932,19999
2539,1222,12340,18312,4975,9993
2540,4931,16858,2057,9990,14185
2541,13179,1198,16076,12017,11441
2542,7978,976,19609,9077,11589
2543,8046,16119,19267,9373,11470
2544,10451,19,18702,17949,8564
2545,7410,11797,8652,9660,13036
2546,3913,1503,3026,4725,2941
2547,973,1470,8555,3198,14729
2548,5650,14598,17444,5376,2434
2549,5124,5442,17563,8453,1852
2550,15426,14429,7756,11567,1969
2551,2711,5717,848,17123,6192
2552,13470,53,16318,8540,15769
2553,11707,3219,14219,2189,12336
2554,12034,17067,17795,3206,440
2555,8246,16959,3318,17358,8404
2556,10882,16593,18598,1809,9413
2557,3788,4662,9703,17470,4732
2558,3689,15994,15469,11220,15126
2559,6706,422,13112,11305,3101
2560,10685,3535,11641,7835,7819
2561,5156,8120,9589,1394,17213
2562,4813,550,17732,7657,4162
2563,19024,14215,6155,18178,9207
2564,2112,8286,7209,1643,6477
2565,7531,15996,12407,13791,12792
2566,11000,4212,7163,1480,16864
2567,15915,15380,4775,421,14267
2568,15092,2947,2045,9107,16014
2569,15690,4562,15480,1429,955
2570,12754,9305,3535,12544,7282
2571,19445,18865,8537,16967,18356
2572,15558,18742,7477,5213,488
2573,6671,14825,1512,13313,5250
2574,9731,15248,7377,15368,3590
2575,14078,14497,18058,11707,5258
2576,6513,10015,16298,707,634
2577,13740,14183,10979,5856,15570
2578,11660,3040,12415,8599,15685
2579,3417,7105,4455,8129,500
2580,18281,18695,4309,11172,13461
2581,6490,6161,16821,14887,17758
2582,2697,11058,6725,6749,13961
2583,19512,9271,15716,13381,13050
2584,18134,4554,8074,5901,497
2585,8397,3728,4872,16813,15976
2586,17835,221,8163,4636,16681
2587,14576,18008,3347,6485,8031
2588,9785,771,2315,8245,17786
2589,13827,8311,7040,7078,14583
2590,5848,8564,6687,12187,12921
2591,11308,689,4025,8103,18574
2592,10654,16970,7755,17983,16724
2593,15851,8557,9678,688,2978
2594,19128,4242,5589,546,9906
2595,15948,12903,10497,8626,11080
2596,2666,1160,16621,19564,8793
2597,18215,9759,18577,15415,8918
2598,19528,17647,4234,2445,7342
2599,8164,10179,17471,8469,10648
2600,12245,6571,6632,16334,10673
2601,2612,2538,11898,7113,19794
2602,2209,347,2495,17236,13506
2603,4151,11807,15671,3197,17657
2604,5681,15569,11067,4971,13197
2605,10980,7270,15416,3620,16795
2606,18802,4600,4799,8970,17932
2607,13186,5120,7198,8668,1533
2608,18900,10196,7252,1620,8606
2609,3715,1475,6151,208,11158
2610,16806,15816,17760,14889,90
2611,18566,7003,12993,2080,14505
2612,7623,18409,1438,11451,302
2613,8786,11730,4767,15995,9041
2614,5209,14626,3285,7761,6301
2615,4080,14134,6257,5155,15351
2616,7182,2207,12430,442,13332
2617,19312,5391,12868,17005,15775
2618,15836,1640,14981,9855,3115
2619,3051,2783,10913,6936,16384
2620,16662,6683,13563,19803,8405
2621,11951,3120,7801,15975,18552
2622,19690,11719,5501,18002,15194
2623,12157,19280,18959,8403,5260
2624,11056,9563,13840,14685,19959
2625,3617,15754,15973,17666,17180
2626,4342,9225,2763,12037,17532
2627,14930,3519,10836,9020,1986
2628,5936,15768,7049,8864,12507
2629,4764,12173,19179,18424,11288
2630,16007,19592,15801,2919,2557
2631,9763,6897,16161,3396,1794
2632,1965,226,15902,1658,17423
2633,7181,15018,1490,17971,10767
2634,10801,4991,12550,3931,15195
2635,7945,11922,8053,4527,6694
2636,17349,1823,8938,69,1144
2637,14935,13706,17391,15817,4521
2638,7282,13694,2978,11915,1244
2639,2032,4406,12256,18219,2220
2640,10547,17041,3250,4442,13828
2641,1756,9000,762,2144,15037
2642,15681,12396,15040,6836,13744
2643,17097,9007,6077,17853,2466
2644,17495,14456,10040,10918,8007
2645,19937,19317,15889,13975,3731
2646,1238,2712,17848,13790,13347
2647,2948,4967,8287,1603,1294
2648,2472,10975,17245,12712,8029
2649,17201,3344,13365,2583,11885
2650,9786,8964,1006,13730,11489
2651,2822,10973,8511,1934,3729
2652,17460,7746,9564,4980,6040
2653,10122,4215,10426,19653,4767
2654,18334,18223,16277,17673,9841
2655,12200,18103,19150,11340,6246
2656,11842,18528,10546,5052,17790
2657,10394,17179,8573,8139,13966
2658,7384,6569,13993,15182,1555
2659,8841,18812,14972,1183,7417
2660,13194,7312,4902,0,1653
2661,9485,17171,4681,1519,4320
2662,17278,19308,1872,16629,3761
2663,7797,13326,4607,9201,2629
2664,14384,7898,11368,6035,18265
2665,15579,16660,17786,642,11562
2666,14064,13159,19091,6572,6394
2667,18893,2090,8960,7009,15297
2668,13024,13292,13950,5359,12874
2669,19850,4918,2368,5403,1107
2670,3888,18563,12471,15020,1573
2671,8853,12637,18233,17094,9813
2672,11651,2515,11012,13813,15024
2673,8782,12846,19238,17259,998
2674,19230,19613,16047,8003,6695
2675,6859,12946,197,16397,11036
2676,17294,4276,13491,6645,19124
2677,7543,10134,9307,11321,11718
2678,13286,450,17059,2128,15700
2679,6148,6020,11149,2074,2808
2680,17343,19877,9870,11706,3860
2681,17140,2033,17163,9741,12137
2682,15911,15146,3542,9375,13256
2683,5994,11119,2666,14769,8024
2684,267,9553,15313,19324,9273
2685,15378,15502,3455,7097,10675
2686,13977,3248,12423,4274,19045
2687,10059,10872,2994,15034,6952
2688,2778,4098,8193,4375,4730
2689,2704,2436,3806,5951,1902
2690,7223,11877,2719,10475,11057
2691,7120,18093,19788,2829,7820
2692,15350,12647,12505,8090,15549
2693,325,6877,276,19730,13822
2694,19749,6288,2981,10024,12891
2695,16621,4996,13802,4637,482
2696,16849,5194,17717,11374,17227
2697,14289,16016,6917,3786,15157
2698,18795,19696,9987,15764,12209
2699,6415,2678,648,868,19462
2700,19022,8267,11213,5794,15682
2701,8343,19541,12747,10231,159
2702,18383,6661,9898,11227,17892
2703,16790,2961,11888,19039,4804
2704,5730,9847,10817,8271,783
2705,10204,7646,267,17749,13641
2706,12753,5935,5208,10038,12993
2707,11967,1875,8913,9040,16731
2708,15372,335,8609,16622,17504
2709,15390,13715,15052,7213,11416
2710,2021,9939,8358,15942,17647
2711,9978,9437,12774,2863,7317
2712,513,14929,13888,8707,4413
2713,5780,7820,9984,4890,11984
2714,12612,102,180,5311,12003
2715,17441,4932,1840,6384,5812
2716,6604,11650,3921,13351,8693
2717,17674,19108,9930,18875,15247
2718,2498,4371,6174,6404,17459
2719,19209,15581,3323,4370,13905
2720,19396,2116,7089,8652,14742
2721,7982,1750,1677,9487,15313
2722,2016,18255,13213,18266,3777
2723,11501,17502,15999,1203,8703
2724,900,13777,9625,12154,12694
2725,5683,16936,15565,8067,15409
2726,4793,2425,6369,8157,11203
2727,1771,368,3915,18015,8608
2728,4173,3716,4515,6883,5658
2729,9770,321,1669,5187,13433
2730,5010,19026,18335,6932,6791
2731,8585,844,16512,17070,2265
2732,16916,11680,1901,4551,10645
2733,9857,5082,10241,525,15703
2734,17593,12547,17943,12926,3632
2735,17165,17831,11496,673,4706
2736,14180,15118,10960,9435,17208
2737,6309,9390,8801,11421,17765
2738,4417,9041,3763,6699,12680
2739,5997,16511,10201,15687,12151
2740,3544,1634,8162,2358,17145
2741,14624,15886,17504,17198,17216
2742,3682,14172,16493,16749,10749
2743,10843,8497,10435,19626,8128
2744,4906,15583,14070,5815,17606
2745,17076,6618,7996,16080,3303
2746,15543,15708,9719,6922,9526
2747,16901,17277,1364,15494,15816
2748,14644,13020,6875,19852,11746
2749,15498,18473,18471,2961,17235
2750,427,12439,18824,38,1617
2751,10177,5863,17374,16585,17680
2752,627,14267,16419,18962,15596
2753,128,13353,6656,15425,17548
2754,10936,19809,17467,18918,10770
2755,2692,13403,1705,8474,5266
2756,19067,208,4926,16185,11499
2757,2100,1131,16748,9628,259
2758,7241,15524,260,4914,14431
2759,10907,19449,2358,16148,15332
2760,9913,6392,1004,17459,9384
2761,8362,12290,1532,7037,19903
2762,4143,13333,16271,5061,14306
2763,14774,13502,6184,2790,16574
2764,4660,11139,5655,8998,10909
2765,10937,8118,6061,3585,19421
2766,2893,12019,6848,19377,6471
2767,6773,8154,14905,7275,2762
2768,5179,14803,11445,4002,12652
2769,16075,604,18414,4204,812
2770,6227,1974,19951,188,18407
2771,19552,6945,4737,11413,19862
2772,7469,7636,194,11659,8390
2773,3955,18425,8916,3461,3780
2774,13759,10915,17852,4307,11250
2775,18397,18372,11154,10927,7544
2776,8707,6434,3258,11462,3147
2777,5360,10466,11184,10114,12272
2778,7641,19188,2843,9837,19008
2779,14376,158,10908,2417,13168
2780,6440,18947,8710,14187,14415
2781,11843,9640,5230,8258,8856
2782,1452,3821,17101,4684,18145
2783,750,2004,19424,16386,14080
2784,2994,4835,10668,16939,2357
2785,4051,12685,2782,1683,256
2786,8911,8797,1902,18022,3762
2787,154,16889,5716,4122,5931
2788,3192,14453,4304,13794,4233
2789,15973,19347,16854,10408,19556
2790,5840,14842,14322,4795,15463
2791,292,1284,11431,17941,985
2792,18071,7755,1684,8397,2674
2793,3699,2521,10008,11106,1465
2794,1717,14056,17620,2586,10223
2795,14317,554,2407,15253,10592
2796,11037,8970,13995,10151,12391
2797,17039,10661,6107,7887,6917
2798,5104,18904,5938,16679,2301
2799,19571,15883,18375,13806,13660
2800,15884,6553,7534,4537,2884
2801,15104,8371,5779,18542,18936
2802,15547,8708,16907,10894,4837
2803,14557,7932,2892,9693,9011
2804,5486,9918,18118,11559,18374
2805,14569,6808,561,10437,13328
2806,10292,8402,17799,15230,19405
2807,14281,9403,7504,17181,16129
2808,17376,11181,13147,2944,13502
2809,8195,12832,882,8520,9150
2810,5288,445,14488,874,2332
2811,12827,17684,8904,1542,3913
2812,17293,18766,10780,8436,1394
2813,13880,19907,1270,1749,7677
2814,9791,7837,8911,2002,14637
2815,8269,9034,186,13162,12059
2816,14661,10122,4386,3954,18171
2817,8410,4739,18142,14034,15977
2818,14333,18940,10474,9326,3130
2819,9125,11551,13581,4933,12752
2820,6232,14936,9681,15085,2158
2821,135,70,17604,8836,15851
2822,1747,9239,7125,16832,296
2823,10787,1856,18686,1976,6011
2824,9821,18399,5252,6333,16601
2825,15970,7281,3571,5550,3696
2826,12731,2958,19122,15144,10121
2827,15603,16661,18120,6088,11229
2828,9600,1129,16455,15232,16653
2829,16792,19928,12899,7397,9505
2830,374,19306,15142,6889,11591
2831,5708,17586,8315,19132,2288
2832,10000,3187,15433,19836,5050
2833,6130,6678,18837,8799,16328
2834,3957,4320,11432,18280,18796
2835,17935,18418,6196,4904,19697
2836,3450,11362,11968,11439,9751
2837,3706,3951,8477,16444,6838
2838,16628,14951,16500,5197,12176
2839,5068,8761,11382,15534,15601
2840,2303,19915,10826,7792,8166
2841,12427,16823,15696,2007,11713
2842,2012,8593,2697,3972,895
