,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
855,339,2854,3035,7151,1914,3836,4123,3766,2056,4822,3309,1075,1679,5708,6815,1954,5872,839,7893,4084,8056,4195,1065,8011,6863,1953,5427,672,2932,2652,3333,166,5008,3388,1573,4775,5886,8043,2092,415,1758,3918,5156,2166,2345,1254,4025,2097,2763,2108,4913,5682,5815,1082,4758,5346,2507,5101,993,1464,2850,2119,728,7694,3275,6392,6435,4137,6865,6319,7675,6510,3097,3035,2787,3724,4675,6643,7120,902,3515,7257,1037,315,3928,3928,5418,6641,5570,3929,2870,7817,2643,200,5118,3788,4555,4684,2290,1847
856,3583,1192,764,3080,3271,1457,7196,152,7116,5697,2896,2764,2159,6183,455,2234,836,3874,6389,4816,5147,5488,980,1759,2297,2567,560,2664,6297,5360,2507,1197,4830,4407,2640,6738,7282,7230,782,7620,2980,7882,1976,2373,503,2556,2586,385,7536,7994,1340,5821,358,2159,2120,7209,4340,3123,991,3472,8048,5367,7707,4292,3634,3638,4550,7007,5887,1363,513,3393,793,4535,2171,7500,4460,7822,644,2843,4726,4027,4514,5103,8089,147,3199,4012,7588,6606,5432,8010,5103,5556,5907,2872,7923,657,3464,3078
857,6305,7652,7680,1361,2636,5288,3348,6544,5062,4175,1955,6252,5825,613,4852,3979,2090,4704,3799,527,1478,1592,753,5393,211,4307,6704,123,3416,5089,482,1775,4039,3332,1722,4698,4694,7094,1782,4320,3562,7359,1211,7956,6379,2402,5105,7329,6395,5319,1039,5985,956,2631,581,7263,5613,872,1225,7497,6758,7618,6275,5821,120,6480,3444,2466,2386,5916,6556,1195,4165,4818,4981,5490,7277,4043,2767,4121,7477,3135,183,3471,5207,7674,7790,1905,738,7364,1507,6213,4372,3822,4762,8108,7487,7100,1176,5058
858,3794,304,7290,1772,575,2294,6872,6652,4685,6167,2289,1300,6370,2172,697,7219,338,3784,6337,1367,1698,3327,2300,5267,3655,5738,4978,2554,7004,3103,1899,7381,881,1655,5531,7835,3021,5579,3321,1251,6657,4392,6220,3574,6662,1793,6224,2511,1278,6646,846,2234,2826,613,7650,5526,7845,2458,1929,8111,862,4513,5438,352,2204,5110,1635,1757,7376,2659,3416,3131,5386,6435,5428,4777,1073,6286,2821,3848,426,3141,3670,7452,6102,47,5895,2980,4805,4313,4863,851,7511,3374,863,4411,6571,7203,524,1044
859,1387,6621,5413,1907,4371,3162,5941,5374,5656,5728,2658,6754,6687,3059,433,7006,7343,8076,7942,6732,6032,733,3558,2584,6748,4150,6059,5525,1647,5944,1878,7901,689,1587,7151,2109,7003,6104,4953,883,1039,2951,5816,480,7041,1821,536,1323,7750,3674,7168,2943,7244,757,7279,4997,463,4212,7144,3811,449,7689,4146,6415,4530,4562,847,7345,4874,728,2346,4044,2620,7725,7960,4186,6875,4274,3296,5023,2204,142,6586,3926,2636,4446,88,6422,5560,2421,3664,7433,1421,4984,4093,5603,2268,1746,4362,2159
860,9,4199,1613,6442,3850,445,7302,3142,2036,5121,3901,6382,4087,1104,3361,3117,7071,3270,208,3076,6211,5813,5641,7182,367,1964,7729,2238,4031,2445,6602,4512,3577,4351,1636,3640,6042,6329,236,5027,5329,2036,3352,2180,4618,140,543,666,3570,4675,3746,5776,6583,3279,6990,5264,3418,1095,1456,5606,6585,8083,6739,3106,6632,3575,3400,3990,5317,1435,3571,4038,7500,4222,2221,4752,5332,4037,7194,7422,1557,632,2244,3520,7281,7073,759,4679,1642,2324,5800,7317,692,4363,3042,3779,931,4869,2465,4187
861,1718,3959,5474,7889,1600,3498,2050,5782,8134,1116,5809,1724,271,689,4985,5391,8013,1416,1281,7507,2685,6089,5635,1695,1637,4446,7024,7081,3853,7092,236,827,2996,4364,4319,4819,1061,2166,2742,2183,7757,3018,3660,870,2351,2401,1677,3245,823,5521,3141,6767,7589,1511,7993,6559,739,5143,3308,5426,6790,7626,786,1026,6821,7604,4940,3300,6142,4068,6499,726,3134,2585,6738,4916,758,1771,5405,7580,174,567,7254,715,432,4063,1262,5878,3588,6516,2532,4410,2098,1019,2531,1026,6564,3014,991,5541
862,2253,3467,1173,4504,1284,7477,4533,5988,5872,2684,3126,1668,4854,2842,2912,4416,3859,4017,958,7165,5769,2200,1858,6422,6899,2076,2910,1805,4621,3893,1645,7831,7761,5266,7208,2798,3598,5876,4583,5468,1523,7108,7481,2150,990,7639,665,60,4044,5331,7739,3227,4387,586,4724,64,4424,5624,3463,2670,1288,5532,7129,4797,6534,1640,6612,2335,3755,7844,3674,873,6453,1930,8074,4710,5545,4333,1366,5683,5295,496,4305,5249,958,5531,3355,2668,7617,4635,5176,1476,3840,3727,1208,6546,3,5296,3618,7603
863,4964,5328,3819,318,5191,5421,3597,4717,7430,3652,2398,3589,3126,2629,4350,5338,5296,4131,6460,4768,1537,1220,882,2694,5341,5282,1458,2584,313,2499,3891,5678,6770,4437,5116,1582,5241,6795,3990,2560,761,2979,1117,1680,7232,4833,5244,7450,4084,7450,5615,1973,1326,5492,7669,2472,1858,1799,7550,484,93,1109,3890,1964,3798,4068,6477,4327,6258,909,6542,7451,2816,3663,1156,2053,7549,2464,4179,6157,1529,1875,5621,2848,4831,8067,3896,2182,5332,5078,5906,7999,4393,447,890,6924,3191,3537,6827,415
864,1620,2463,7203,1860,7158,7600,1559,968,1537,1351,7041,1900,3741,7619,4774,4638,7144,2843,5856,2315,68,803,8085,6509,2418,3786,6269,7723,5954,363,73,6516,6471,1808,755,187,6795,7552,3138,1722,933,6215,6806,5871,5108,7417,1288,4939,908,946,611,4182,6847,831,5067,1189,4047,2244,6267,5300,5401,6823,3670,2186,3546,3847,4528,4568,6566,4123,2953,5825,4237,4311,1887,7164,7130,8004,6375,6439,929,891,8012,1084,579,4530,836,343,2623,7914,7978,794,3683,6069,1152,2318,6147,1926,5298,2036
865,3627,1166,3785,3024,270,4146,5265,3015,2843,653,2001,5899,4058,695,2453,4127,1632,128,5976,6303,2675,3882,1810,7055,2036,5382,1146,5017,3133,6068,7059,6911,2865,1071,3672,2138,5512,8093,5999,6744,4066,7057,7858,1007,6630,1668,3816,7209,5275,3441,1266,6108,1779,261,3426,5347,4401,5426,1758,1979,68,6383,2312,5998,1481,7508,1721,2273,1983,6715,5782,1019,4206,7164,1833,7598,7780,536,1319,5551,5915,7491,8016,3078,5051,2005,7460,3788,3611,663,4072,6820,3543,4124,2246,2078,2180,5094,6173,4527
866,1955,233,3616,2168,803,4838,1368,6729,4351,1811,7766,6344,6568,5186,4205,1628,3973,78,230,2889,2988,4278,771,3733,1392,689,4967,4336,3400,2718,6552,933,6239,2939,3567,3373,3752,2543,4227,3441,2357,7265,6877,958,4122,7576,1249,3659,5762,7493,867,2721,4762,2663,6391,7159,7188,4133,4546,6931,1009,2227,4406,7102,4839,6013,5975,5128,4966,2104,4092,6329,1054,7414,2660,2488,2578,4709,7477,1348,1651,707,2298,3724,4146,5284,3398,4520,1438,2016,6094,2281,521,1004,2741,1116,4066,43,509,6311
867,4334,8121,6751,378,7371,51,6634,57,6599,2583,147,6184,8013,5342,3492,1118,1796,3961,724,3019,2951,7601,5171,5185,6369,2275,1427,6226,5866,4484,1481,7867,82,6886,7751,945,7781,4023,802,4985,8068,2362,3609,2097,4083,426,7571,4511,3544,5312,7396,2889,1828,5996,4463,479,3874,7891,8035,4410,3357,793,5120,4278,520,6516,2307,1860,2296,4815,4494,1515,5389,5332,3339,3338,321,5972,4007,50,2139,2508,4206,6695,3895,6455,2521,5132,5307,1019,4516,7262,1900,2379,199,7660,126,3399,3999,4097
868,611,6109,5347,598,5544,8052,305,7722,2063,146,7299,5894,7488,6984,2203,4968,1035,1763,7629,1567,3301,43,2111,2894,817,6932,6718,311,3833,7273,6216,3829,3679,5481,7127,8094,2829,968,1568,132,3493,413,5974,280,5161,2151,7830,6336,2351,7379,4013,1865,1318,7703,6163,1582,8042,1912,2968,5972,545,603,1141,186,3745,1302,5937,4203,2376,6863,3929,5916,6962,1282,6529,400,5326,6818,816,3602,6825,4867,6512,2825,1570,2790,1997,5510,221,7897,1689,4092,3440,6054,6470,7424,1688,2994,6577,7536
869,5444,1465,6245,5823,5916,7372,3684,891,5040,1692,3778,7057,3748,1698,31,3883,7357,4150,7121,2345,7424,7571,3114,3477,4543,7987,3296,6580,2562,496,4660,4565,4206,6562,2072,1811,4805,7929,7272,288,4378,4074,2803,5293,5190,493,4347,7316,15,3666,3924,1719,7060,7474,33,4456,1819,6063,4516,6478,6326,2662,7037,8124,2707,6016,2566,7211,437,4228,5084,4812,2055,4283,706,3589,4345,3324,5971,7544,6178,4396,3816,396,2501,4078,7869,1802,3547,4875,1733,6214,6815,5141,2227,5939,6487,141,7724,2282
870,42,4020,2302,7047,633,7083,4171,6605,5912,826,4183,3145,6624,6675,5179,7659,1755,3076,7075,5217,2603,8077,2598,3274,5444,7210,5508,6683,2082,6547,4109,3933,4026,7737,7530,5873,6685,3364,504,3828,6078,5040,7522,7668,7478,6153,1336,7437,1973,2896,4765,6217,5081,6797,909,1121,7579,4199,3350,2947,4990,5857,415,2090,1776,7846,2580,2918,4904,5735,6846,1073,2519,7018,3483,7296,3483,3829,468,1996,2181,3127,4082,4326,2007,1640,7672,253,4626,2207,6535,6258,6728,1980,2876,4205,7373,881,1091,3253
871,5511,5242,5350,3864,5668,56,3292,7072,7194,3896,2733,3753,328,491,5415,6720,4794,1665,3409,4733,7824,4607,5582,5549,5915,231,1450,2359,2588,405,7409,5255,5879,5528,5408,6937,7201,4274,6998,2715,6460,2537,2531,7388,111,981,1231,2801,7573,7711,213,505,1874,3684,5479,7146,7064,6620,4311,4911,7397,1514,4962,3757,5104,523,6607,7693,1336,2495,1382,6674,2237,7482,5425,828,482,7476,4419,4297,3803,3536,3235,5789,5122,7391,963,7929,6216,6647,6291,3962,2982,6265,1584,5630,7811,6411,1464,6391
872,7580,8106,5458,8049,7125,6994,5486,4413,2156,5533,2629,1671,372,5146,5963,2474,7387,7746,5743,4577,6900,5342,2948,6014,5072,1761,6580,6031,3898,7232,1013,3195,7427,5309,847,1868,4674,7796,6806,2037,5836,4687,3374,7014,7204,7399,4071,313,3129,2300,2473,5244,1586,1332,5957,416,8100,6435,7192,7787,4870,6574,7839,4027,415,4042,331,3154,3513,6518,1153,5793,3253,4871,3858,3130,667,1824,3428,2791,8139,3590,4353,1398,2989,6006,7955,7417,8038,3096,4860,2667,1280,3129,3968,6339,283,1869,7955,4984
873,2517,2741,6748,935,1413,3628,4714,6589,6915,2191,7541,7497,2019,1839,2386,4837,4294,834,498,2078,974,1606,4547,5058,3431,2283,7885,4209,729,3677,191,2243,4795,1809,2505,8035,5238,5856,486,2123,7027,5621,1114,3979,1566,1135,6357,8051,2341,3300,6773,2409,3327,5499,2871,1994,6342,3131,3388,1739,6891,7288,7055,1625,3183,6857,379,3587,3256,5192,7369,1208,3732,6471,4129,4094,2180,5975,6394,434,4888,5781,7824,5843,2956,548,7791,689,4220,789,7481,6462,3167,4668,1062,5657,3540,1494,4425,6329
874,4957,3079,6123,1106,1227,5119,2492,4011,2574,5259,6146,7010,92,2468,7356,1558,5521,6817,7118,7842,7357,4703,985,2566,5661,7127,6308,3667,6127,2735,636,2438,5352,442,5424,7557,1574,3396,4384,377,3956,5478,3555,5389,5312,7971,5976,4943,6616,7923,6091,4347,5126,1046,553,1349,3442,2298,4693,6146,4104,1415,4342,1762,5909,6125,5915,1768,3536,3663,3327,6322,6473,6279,4661,6839,243,7789,1605,7426,1654,6263,6525,3250,691,5908,2831,504,6308,2842,3599,5720,4749,6151,879,425,3687,1944,5963,2283
875,1331,3865,6572,7916,4064,1338,3988,629,3218,3434,2080,5484,6676,5276,5797,4776,2583,1494,4867,3941,3919,1693,1817,6838,7579,3098,4632,1697,631,5993,4979,2755,685,6377,5706,2208,6570,2775,3680,2842,1794,7348,2220,6646,6531,3587,2771,3938,6839,5045,7993,5399,2672,2328,4380,3676,1224,4517,1995,1672,7321,5372,689,1934,609,2859,1765,6263,1647,7749,5268,1687,3341,4922,3310,7077,5167,5014,295,5555,1905,3801,2397,7636,5991,6153,2234,4983,6595,914,292,6695,4259,3686,4687,2995,1261,645,6491,3029
876,6093,4305,7564,1490,4426,48,3500,8027,2110,3306,4994,7258,5911,6639,341,5310,7350,3369,305,1350,6715,2287,5229,3596,3641,750,4119,1740,8024,6995,6788,4722,812,6696,7137,213,6985,1329,2248,2066,5407,164,2902,878,2990,1209,7173,3493,7485,2228,121,5500,1837,5561,1102,4185,6173,7649,3078,6815,7706,5873,7947,5740,5648,6511,2174,3910,5129,5703,4741,1608,6947,7284,4107,4593,6315,6377,4454,7343,5740,2015,813,6902,3407,7255,1666,3190,4564,2051,3375,7113,7343,6434,7187,4116,5256,5722,1551,2660
877,4632,3650,1900,3856,4173,282,2537,2691,197,8090,3137,6627,3954,2369,3266,837,3886,5415,3791,7937,641,2407,7177,3116,4345,6455,2129,4302,4542,79,7048,2510,695,1735,1203,7315,2502,2982,2921,787,5942,1455,4489,7478,1062,6904,483,2221,5157,247,145,6355,312,7035,566,489,1621,344,6063,7720,744,7681,1841,3126,6255,8008,6316,7876,6959,2145,2066,3408,1775,1552,2497,1096,6552,5982,3208,4021,4906,7719,3012,6910,1588,5832,1590,208,3197,206,5110,1161,3448,6994,1988,6085,4901,2148,4698,2642
878,7446,5266,698,1325,5177,3398,6913,2240,4611,7686,3187,8120,5749,2835,30,2280,5348,3303,5003,2887,7775,2968,5,5503,1818,5760,1772,1962,2776,6697,6272,4648,6874,1153,5311,1111,4144,6279,7293,3305,3602,5904,4502,4947,6709,5744,3339,6745,4082,1946,1714,1247,7586,6587,6063,3144,824,7530,7439,3930,3982,7408,34,7296,881,6369,5513,6539,4522,6508,3190,2626,4916,5868,6502,4859,5556,3223,5564,2125,5831,1979,3796,4051,7207,2145,399,5253,7478,1907,722,6807,6747,527,6814,3440,5805,7341,7454,6491
879,4301,5839,7376,2318,6073,6533,4983,3933,6322,4520,6424,4276,5110,5886,4378,443,7160,7464,2411,1072,336,5035,1449,1428,4601,280,7454,1242,4729,2651,3985,5433,5885,5313,2878,2897,7175,5424,5142,6183,4695,6996,5112,2322,4854,5061,1645,4900,3578,6504,2212,3758,3503,1716,2662,521,7,6081,1895,73,2523,6584,6835,3397,6110,2866,1914,692,7502,3230,4801,764,2367,3257,5502,5248,3857,6448,5735,1389,2313,6791,2711,7766,351,5354,8001,1147,6588,5358,105,5347,4277,7717,5493,7905,6367,2240,6634,2597
880,7641,2193,2820,5606,7791,6327,2505,3158,6492,6081,1115,1745,6175,1251,4225,4209,1830,8063,2088,1026,5795,5536,285,7778,4931,2353,832,2321,4395,1457,1243,7796,6451,2846,5072,1771,5308,468,3793,6549,6041,1748,8093,1606,8009,3540,1264,6081,7347,187,4335,2402,1592,3161,1197,5598,6978,3999,654,7614,6425,1001,7463,4525,4449,8081,3339,45,7355,1548,4071,3368,1761,2280,4575,6210,5242,3973,6317,5137,2775,2962,7827,3045,3941,7711,2990,2598,5441,4176,1448,1189,3220,4027,3917,6943,4695,6098,2702,7449
881,4319,6633,3122,6338,7967,2832,7147,4260,7458,4622,13,7833,1462,7761,4521,7257,4076,134,7687,2870,192,5432,4138,5527,7612,1442,6860,197,6274,5799,7604,4233,4341,2285,2019,4682,7901,948,7015,4043,3531,5978,2175,679,7659,795,2898,5428,5823,2391,1626,6563,2266,2505,218,5242,3574,4419,4911,4039,7518,7512,2558,2927,1329,2711,7026,4162,7026,1866,3789,6932,1282,6465,7992,1204,4656,7998,5739,2456,5490,129,5672,295,3570,7819,6142,7824,1097,3908,4464,4947,6496,252,7760,1385,7794,8093,7293,225
882,2279,8117,6187,4455,4352,2579,952,5218,436,6157,2673,3926,6757,6483,4719,3686,5275,7712,4600,1829,1172,674,4233,1275,7222,1432,3352,1733,1620,3541,6687,4957,600,6414,908,3244,24,110,5063,3534,7515,3390,6175,1474,6042,1341,5387,4632,4381,334,4356,2681,3561,6166,4745,4047,760,2962,292,4724,7335,3525,6833,5124,5235,6863,2616,1432,6656,4702,932,2914,6538,2935,3058,8092,5437,349,3192,2881,6031,7626,4232,5346,255,6097,8099,1937,3885,2040,1208,5447,6924,2540,4720,3827,4557,5897,6895,1285
883,1327,3728,2178,362,7732,6737,547,6419,2431,5468,5991,4240,6038,4083,3673,7917,714,1506,1513,4983,2565,4794,7749,3275,3699,4639,7752,5052,4316,2601,3835,1555,5913,502,7177,3344,6431,749,2373,326,6010,1226,6604,3940,5009,5014,6108,7774,4065,7101,5784,2804,5204,2049,3818,1530,1608,5310,3590,1382,450,7245,2867,4094,6766,1764,765,5708,3506,1449,6742,5862,2205,7128,2839,5238,5854,770,245,5535,5688,5106,7183,1251,14,3316,6674,7435,4401,5756,3386,3026,3045,3488,4103,2638,1618,4547,227,2225
884,997,5941,4213,6741,5576,8073,256,609,3948,3075,544,140,4407,323,3918,6497,5738,7060,1477,2522,1007,4245,4590,4770,979,6336,8106,7278,7095,4838,2059,2072,635,7055,4826,3006,2114,2798,8006,1169,4025,5996,6883,7503,6327,422,241,1153,3643,6994,3409,3069,7622,5838,4503,1940,1529,2228,1939,6083,6937,750,3768,1173,3903,2036,3515,893,8139,2974,2506,4949,1634,7365,5923,6657,7824,6954,4508,7459,1090,5444,5486,1839,7698,3891,3867,4608,2546,424,188,5672,4149,7307,155,4181,114,3231,6947,2221
885,6848,1764,743,564,7953,4882,1499,3987,6747,3661,1699,1838,4447,2857,1109,925,3212,6037,4639,820,390,3421,7957,5471,2151,3408,1118,7168,6929,4619,5685,93,3658,71,3659,4886,3625,1178,2614,7714,3549,7930,7084,6230,5529,2167,4416,3757,2671,3603,465,6966,5270,3804,2467,5884,7616,3411,940,5438,492,3727,5771,4747,4887,501,611,7782,2026,1851,3547,8,6945,5686,7033,2716,2805,822,6620,7303,6876,5060,2571,2379,3280,6960,7450,146,4969,2847,4674,3682,512,7293,1983,2136,2738,2616,613,5394
886,1715,21,882,697,5104,644,3753,1539,7690,2293,317,2412,3141,4508,382,7708,4366,6018,3026,4439,5723,2021,1613,3360,589,2942,8020,7243,5571,7076,2062,1044,5776,4180,2479,5178,2699,5473,4719,4807,6741,407,7931,2961,3206,6981,535,3588,4362,359,5591,1739,3748,309,5693,2972,1916,6386,4869,3999,7812,2679,462,4874,2035,1335,3610,1225,3603,3425,8028,821,6673,3660,3925,7314,3634,870,2247,1110,4880,5083,4831,6938,5831,6259,3853,3639,5643,2813,3117,3984,6580,5955,4185,2371,7609,2465,6682,7028
887,3844,3021,412,6680,3296,1826,2945,6310,8101,8007,4949,679,7420,6476,746,1517,5533,1382,6562,3595,670,2766,2471,1062,6484,7793,1239,5959,4273,4201,930,7047,5593,6710,3202,7096,381,5667,6819,5556,7474,6453,681,2552,5468,4000,1246,2248,4621,983,1069,715,498,6399,4768,5040,4887,3261,1841,1439,1002,5389,5937,4735,5071,3337,6790,7489,2205,7183,265,6152,2512,7709,5725,6815,6670,4222,1717,3460,1707,3273,254,118,885,3385,261,5740,7391,5124,1887,4321,1871,6431,764,5987,7545,4499,4332,2863
888,5327,6337,7938,6729,4646,7776,4263,564,2444,2285,4058,3421,437,415,5842,2978,7982,1250,4267,1496,7092,4233,3473,353,5088,6033,7955,7838,4642,8083,2700,6341,3494,3427,3428,402,7066,6258,495,870,6282,6345,4300,2764,3048,1582,164,6199,4393,156,5324,5275,6335,5511,4446,4624,7002,2644,201,621,4159,1573,7218,7837,6788,7746,1589,3481,5138,6417,1016,2907,2379,7182,5036,2039,3398,5799,1263,736,4983,354,6453,7611,689,4852,6438,7060,4064,1202,7105,209,4276,4010,7582,3873,5618,1958,5705,7632
889,4174,567,5607,5778,4118,7801,4690,6309,5938,4066,7884,1329,4330,2257,6840,5155,3370,6173,5151,7051,2162,239,624,2716,6412,5405,2646,7869,7013,1347,2067,6397,5320,1722,2454,8101,6096,5982,2503,5002,3206,1191,3630,2707,1554,3351,6691,250,5798,7890,6101,7361,7854,7150,1743,1018,4559,5749,2807,1451,6863,5111,1420,3372,7143,7038,7956,5429,3477,7891,6291,7079,847,2537,5600,3597,6407,5833,2843,7832,4451,261,6792,3849,6769,4111,7115,5770,2188,5557,114,7848,5756,907,2271,1693,6504,339,4197,3906
890,2361,6414,7337,3572,4708,1559,2193,1114,6338,3996,6310,1294,7557,8062,6222,260,3731,4441,6990,1566,5003,2207,4260,1171,5453,3886,692,2407,2463,3628,7966,6692,673,2006,4396,7204,5858,671,3015,6760,2369,1844,1387,2819,3416,6834,4177,5455,732,6928,7337,4194,4478,4010,465,4661,4766,1711,3374,7316,6472,7389,194,6512,1250,5577,3426,895,2024,6334,1250,3209,3691,6207,2163,2546,1602,6639,4786,7409,2060,4530,931,7538,7833,396,3293,7152,2368,5901,4484,3363,4318,5182,6885,1631,5717,588,3394,5857
891,2979,3187,3853,5350,3940,3280,2334,941,7972,4634,1149,4322,3538,7905,4882,2031,7505,2126,2471,2357,3749,4440,4397,5272,2367,4235,1484,1788,7691,2465,840,4436,5957,6269,4367,7027,5101,1686,2072,1997,5551,4551,5566,1037,5621,4405,2158,294,3662,6284,4850,647,4833,5651,3187,4911,613,7070,862,4539,2310,5802,4356,2453,6513,674,1115,1935,3483,1031,555,1879,3828,7757,4113,7105,2435,598,4150,6456,6338,6871,1012,5124,210,1655,1194,7144,1465,3690,123,4810,7025,7847,1712,7487,5015,2498,6401,74
892,1188,2272,688,4572,3928,4507,98,5876,3172,7316,5255,6882,6604,3451,2333,78,6386,3558,3426,1554,1885,7347,2014,5302,2331,7160,7703,1508,6821,3516,7478,7093,2121,973,3532,7891,6253,6965,4634,2516,4973,7523,145,5791,1680,4534,3370,6290,7988,1371,186,2985,4537,2783,6727,6124,5941,3003,2786,4567,2666,417,1029,7410,2734,2024,2759,5908,3160,4216,3103,5726,5093,1089,3975,5899,2740,5464,5313,7746,7354,480,407,3555,2713,2040,6531,1696,339,4669,4874,446,4679,5249,2623,3080,1580,3313,5800,5135
893,3278,4415,4080,230,3536,4047,6895,4405,3709,743,8117,2564,4249,7680,144,1822,5551,2294,2950,7915,8064,3469,3475,3141,6594,916,4488,2846,4515,5631,2746,7248,7177,204,417,7865,4350,2275,2979,5545,134,6886,4861,3050,5958,8051,2751,1284,7956,6200,6066,7300,7616,4731,1080,222,5124,153,5011,4671,5418,1433,2897,1410,314,4577,6403,537,1348,5650,5999,6151,6374,4200,621,2179,2906,180,5099,2898,6638,3499,6449,314,1640,4292,4686,3696,6612,6119,7709,6645,3773,5308,832,5161,1771,4623,1953,3035
894,4004,1632,2683,5035,4071,1496,8082,4308,64,1736,1104,6823,4637,4958,1996,496,7760,4974,2302,1782,2276,8076,999,5437,4444,7547,7669,4030,6423,5662,1801,7807,7442,526,999,4803,8127,5095,8115,1704,7695,1138,3579,2583,3566,6490,1828,1722,6483,7140,5215,5646,1872,702,5057,6642,2275,4391,6798,5730,2561,3731,2594,7298,1858,4416,734,2383,1866,7096,3477,2415,7304,1899,6579,6399,2162,1356,478,1619,4337,3979,2437,7850,2760,2695,7019,916,1571,4832,580,4540,6198,6106,4266,7491,3658,4777,6172,5154
895,4255,2761,3847,1866,8135,6177,7133,7677,7649,5410,4125,7832,4423,2253,1274,6342,3854,5323,7485,8030,7197,3528,6177,7746,6185,1896,5759,7031,116,674,4831,4605,2153,171,3400,5745,7913,2579,6293,6497,7227,6009,2547,1374,3104,295,6144,3380,997,5860,7987,2922,4386,8038,2640,1684,3431,6328,1525,8070,4182,3860,2030,369,4307,2358,4831,7020,2795,1021,4459,4157,4722,2883,7137,6707,3750,7736,4436,4709,5575,829,5428,264,7714,644,104,2037,4493,6094,4292,5608,7424,606,5293,7629,3193,3566,5317,1924
896,2854,2432,6759,7153,3920,5049,2519,6599,5793,94,131,2188,4366,2783,2586,1685,530,5274,984,3894,7973,402,5814,2265,5504,5148,2139,5077,6113,602,2786,3473,2763,7263,3064,5988,6853,4783,1564,7853,1932,6191,5616,5261,4533,7978,1651,6778,4373,363,3079,6815,5084,6223,3711,5732,261,2792,1008,1414,4598,419,5877,4729,2383,5412,4310,3788,7171,4872,3781,6518,4297,964,5974,2694,4816,6959,2539,8107,3875,1821,7992,1146,7232,7393,1803,7606,80,3704,6048,4623,2799,957,5238,697,6214,4518,4454,6415
897,5611,7424,5948,2828,5617,2918,6428,3386,4740,148,1634,5131,5907,4941,5505,7105,855,5997,7890,2001,2726,3113,4178,6104,7691,4427,2593,3577,1660,3100,645,5927,6489,2723,1162,472,4301,2246,6636,4469,7912,7114,196,4116,7902,4911,4955,5411,7131,1217,7123,7336,3003,541,7986,2089,3196,1586,7879,5135,5265,204,7593,5793,4920,328,2162,6814,4294,6443,797,4663,5530,99,6641,1483,351,3801,5085,5632,669,623,4418,477,1270,3505,6458,7049,2340,4214,41,853,1856,1534,7135,2778,2467,360,7149,3443
898,5866,442,3168,6874,4091,5295,4126,803,4418,3389,2873,7062,4301,4460,5060,645,5373,3871,171,5880,2656,4675,1795,1207,1294,80,923,3203,3090,1710,5117,697,3956,2092,148,7670,6940,1189,6901,7368,2270,1236,3766,4540,5096,6587,6399,3709,5172,852,4261,858,4794,4116,2882,2773,3201,2252,1448,4562,5383,6830,5364,1584,2894,4725,5539,2963,4656,4237,6022,4248,1496,6569,2815,2984,1121,5263,3955,541,1253,850,7303,668,5929,7647,7062,4726,2498,7638,3192,7584,4353,5881,6364,7702,5443,3698,1707,3585
899,4378,3671,2193,4669,5628,7832,1998,4194,5129,2807,442,6639,3079,4727,7990,6611,2168,3012,3037,7622,2532,328,4868,3038,5095,758,1520,4791,3803,3588,3306,7763,6338,3151,3703,4852,1093,572,2970,2002,2788,199,3915,4569,6511,97,6036,6220,2529,192,8136,2101,4104,8032,1501,406,2223,3325,417,3316,6617,569,2253,3174,1138,7303,6892,5858,5347,5349,1159,717,4516,3181,3074,3797,3350,906,6529,5719,7290,3582,1371,4384,6908,2782,7592,5201,6175,7572,3364,7255,4526,5533,2280,3306,3314,7512,1860,1071
900,2007,4087,3564,3091,3835,367,7749,5270,2848,2003,3008,1639,6591,5132,3196,1948,1238,6852,7230,2298,5289,1386,5620,2624,3130,8122,7427,4818,5238,7881,3752,3242,2500,959,1447,3008,6906,7645,612,5197,5362,6226,3090,2123,6256,5712,925,4522,57,995,6545,7886,6204,4681,7600,1041,5096,3576,3701,6120,1824,267,8052,4373,4565,4341,7302,2459,8134,1143,7227,7363,1913,914,3966,1755,6128,4479,5365,845,5927,7624,4908,2157,7776,2698,4627,879,7636,3979,4607,529,1805,64,3052,2501,5442,7673,7203,110
901,882,7968,2286,630,8064,8049,1330,5701,83,2703,7684,5090,5049,460,3060,4820,4312,4433,5448,7815,7542,7887,2837,7536,3325,3652,8059,6350,1401,3207,481,5710,7859,2391,5467,4005,7697,1916,7921,3622,7665,6524,4635,4812,7584,2393,7166,834,2814,7212,7967,2845,3191,4646,2964,1935,7481,4893,4188,8071,3850,6892,3189,3550,121,2979,272,6857,601,3462,4304,6083,5684,6960,2574,4353,4140,318,2573,7159,6979,6388,2332,3811,2579,7818,3886,960,4196,4858,88,2390,5420,232,19,587,5959,2572,5305,6987
